,職稱,姓名,所代表法人,持有股份數(股),主要公司,公司
278,代表人,洪寶川,宏育國際投資股份有限公司,0.0,,宏大拉鍊股份有限公司
279,董事長,洪寶川,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
280,董事,張長義,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
281,董事,蔡紹嵩,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
282,監察人,張郭美珠,,828334.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
283,監察人,張榮芳,,0.0,宏育國際投資股份有限公司,宏大拉鍊股份有限公司
284,代表人,黃偉特,宏達開發投資股份有限公司,0.0,宏達開發投資股份有限公司,宏大拉鍊股份有限公司
285,董事長,劉宗仁,第一伸銅科技股份有限公司,208569277.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
286,董事,王玉發,美達股份有限公司,3936732.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
287,董事,王鳳淑,美達股份有限公司,3936732.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
288,董事,林明祥,第一伸銅科技股份有限公司,208569277.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
289,獨立董事,吳統雄,,0.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
290,獨立董事,張進德,,0.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
291,獨立董事,孫慶鋒,,0.0,華榮電線電纜股份有限公司,華榮電線電纜股份有限公司
292,代表人,朱經綸,美達股份有限公司,0.0,,華榮電線電纜股份有限公司
293,董事長,朱經綸,,80000.0,美達股份有限公司,華榮電線電纜股份有限公司
294,董事,邱兆淵,,20000.0,美達股份有限公司,華榮電線電纜股份有限公司
295,董事,朱群澤,,0.0,美達股份有限公司,華榮電線電纜股份有限公司
296,監察人,朱俊豪,,0.0,美達股份有限公司,華榮電線電纜股份有限公司
297,代表人,劉宗仁,第一伸銅科技股份有限公司,0.0,,華榮電線電纜股份有限公司
298,董事長,劉宗仁,華榮電線電纜股份有限公司,124765792.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
299,董事,王鳳絹,華榮電線電纜股份有限公司,124765792.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
300,董事,林明祥,華榮電線電纜股份有限公司,124765792.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
301,董事,王宏仁,華榮電線電纜股份有限公司,124765792.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
302,獨立董事,胡立仁,,0.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
303,獨立董事,鄭崑發,,0.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
304,獨立董事,黃振聰,,0.0,第一伸銅科技股份有限公司,華榮電線電纜股份有限公司
305,董事長,沈瑋,,11698540.0,淳紳股份有限公司,淳紳股份有限公司
306,董事,葉佳萍,英屬維京群島商金名投資有限公司,10206936.0,淳紳股份有限公司,淳紳股份有限公司
307,董事,秦禮明,英屬維京群島商金名投資有限公司,10206936.0,淳紳股份有限公司,淳紳股份有限公司
308,董事,陳明煒,英屬維京群島商金名投資有限公司,10206936.0,淳紳股份有限公司,淳紳股份有限公司
309,獨立董事,劉璧維,,0.0,淳紳股份有限公司,淳紳股份有限公司
310,獨立董事,黃文瑞,,0.0,淳紳股份有限公司,淳紳股份有限公司
311,董事長,葉培城,,30151237.0,技嘉科技股份有限公司,技嘉科技股份有限公司
312,副董事長,劉明雄,明維投資股份有限公司,14062200.0,技嘉科技股份有限公司,技嘉科技股份有限公司
313,董事,馬孟明,仕嘉投資股份有限公司,3959725.0,技嘉科技股份有限公司,技嘉科技股份有限公司
314,董事,曾俊明,越野開發投資有限公司,2192200.0,技嘉科技股份有限公司,技嘉科技股份有限公司
315,董事,柯聰源,仕達投資有限公司,9408000.0,技嘉科技股份有限公司,技嘉科技股份有限公司
316,董事,李宜泰,錫瑋投資股份有限公司,9063075.0,技嘉科技股份有限公司,技嘉科技股份有限公司
317,獨立董事,王惠民,,0.0,技嘉科技股份有限公司,技嘉科技股份有限公司
318,獨立董事,詹逸宏,,0.0,技嘉科技股份有限公司,技嘉科技股份有限公司
319,代表人,曾俊明,越野開發投資有限公司,0.0,,技嘉科技股份有限公司
320,代表人,葉培城,錫瑋投資股份有限公司,0.0,,技嘉科技股份有限公司
321,董事長,葉培城,,825000.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
322,董事,劉明雄,,0.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
323,董事,葉裕璋,,450000.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
324,監察人,蔡麗玫,,825000.0,錫瑋投資股份有限公司,技嘉科技股份有限公司
325,代表人,馬孟明,仕嘉投資股份有限公司,0.0,,技嘉科技股份有限公司
326,董事長,馬孟明,,8200.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
327,董事,馬仕函,,91800.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
328,董事,張靜枝,,100000.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
329,監察人,馬仕倢,,2800000.0,仕嘉投資股份有限公司,技嘉科技股份有限公司
330,代表人,薩摩亞商藍仕達投資有限公司,仕達投資有限公司,0.0,仕達投資有限公司,技嘉科技股份有限公司
331,代表人,楊雪卿,明維投資股份有限公司,0.0,明維投資股份有限公司,技嘉科技股份有限公司
332,董事長,葉垂景,錸德科技股份有限公司,32489319.0,鈺德科技股份有限公司,鈺德科技股份有限公司
333,副董事長,葉垂昇,錸德科技股份有限公司,32489319.0,鈺德科技股份有限公司,鈺德科技股份有限公司
334,董事,潘燕民,錸德科技股份有限公司,32489319.0,鈺德科技股份有限公司,鈺德科技股份有限公司
335,董事,楊慰芬,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
336,董事,黃國興,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
337,獨立董事,李靖文,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
338,獨立董事,吳榮生,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
339,監察人,簡慶文,,0.0,鈺德科技股份有限公司,鈺德科技股份有限公司
340,監察人,林青蓉,,720000.0,鈺德科技股份有限公司,鈺德科技股份有限公司
341,監察人,葉垂蕉,,534075.0,鈺德科技股份有限公司,鈺德科技股份有限公司
342,代表人,葉垂景,錸德科技股份有限公司,0.0,,鈺德科技股份有限公司
343,董事長,葉垂景,,10666857.0,錸德科技股份有限公司,鈺德科技股份有限公司
344,董事,楊慰芬,,7653142.0,錸德科技股份有限公司,鈺德科技股份有限公司
345,董事,蔣為峰,,0.0,錸德科技股份有限公司,鈺德科技股份有限公司
346,董事,潘燕民,中凱投資股份有限公司,4368099.0,錸德科技股份有限公司,鈺德科技股份有限公司
347,獨立董事,張佐夏,,0.0,錸德科技股份有限公司,鈺德科技股份有限公司
348,獨立董事,辛智秀,,9347.0,錸德科技股份有限公司,鈺德科技股份有限公司
349,獨立董事,陳俊兆,,0.0,錸德科技股份有限公司,鈺德科技股份有限公司
350,代表人,林青蓉,中凱投資股份有限公司,0.0,,鈺德科技股份有限公司
351,董事長,林青蓉,,0.0,中凱投資股份有限公司,鈺德科技股份有限公司
352,董事,凱恩斯投資股份有限公司,,1050000.0,中凱投資股份有限公司,鈺德科技股份有限公司
353,董事,葉丞凱,,0.0,中凱投資股份有限公司,鈺德科技股份有限公司
354,監察人,葉丞恩,,0.0,中凱投資股份有限公司,鈺德科技股份有限公司
